"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.GIN.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Guinea","0.042","11.537","10.453","14.794647","3.011","12.189","92.344","24.242","6.173","54.966242","15.51408","10.979936","84.706356","41.315309","26.708655","659.535","1553.697035","2258.03798","2504.86028","2488.47101","2807.260367","4521.15237","6471.678351","7692.999573"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.GAB.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Gabon","259.379","231.921","301.173","401.332749","347.96","816.897","1092.456","1785.046","712.818","952.375223","571.952014","618.430088","897.225569","1606.102909","1101.605934","1374.981","2235.455274","2960.39635","4612.50826","3214.02958","2542.912529","3973.05575","3078.683728","2911.799654"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.ERI.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Eritrea, The State of","2.833","6.023","5.467","7.507942","8.007","37.945","26.622","28.914","39.477","38.795411","148.170553","53.532128","137.956376","87.259617","135.39532","69.323","43.25982","42.83141","48.60758","70.48597","69.957162","148.31616","138.982654","159.873633"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.BFA.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Burkina Faso","","0.702","32.341","124.779917","163.296","193.22","155.355","62.485","116.179","121.077931","182.666788","232.722302","186.843103","124.635508","44.209823","14.005","19.574446","95.72612","59.95712","77.69359","187.353533","102.08147","56.574148","55.179718"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.TGO.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Togo","108.798","138.465","262.711","398.5114","537.762","704.042","1373.772","1209.995","1129.582","1333.055753","1831.742284","3383.760775","2442.865753","2492.062821","2181.970822","1957.69","1895.390361","1994.58183","2131.52387","2463.50657","2953.084836","3192.19269","3925.6414","3297.540443"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.MEX.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Mexico","762.523","1115.231","1676.996","2131.797529","2226.828","2606.05","3259.73","3699.05","3851.994","6808.645231","9362.402291","9166.695418","10271.06812","11232.095945","10086.106009","10295.663","11749.581372","14067.07551","14348.7673","16012.33468","19040.031164","17547.26429","18814.761321","19071.720488"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.LSO.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Lesotho, Kingdom of","1.128","","0.001","5.47E-4","0.33","1.28","1.244","1.699","1.683","4.312373","7.420718","5.417903","13.412649","12.12009","12.002781","19.643","24.845554","30.10369","31.27319","12.26208","23.660917","22.23729","26.566899","29.309169"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.MRT.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Mauritania, Islamic Republic of","4.369","9.764","7.706","50.381169","4.056","402.019","567.315","1034.344","841.448","968.39718","1553.896244","1486.064106","1749.687906","1179.283089","746.743342","735.197","797.393945","861.65541","915.85454","1230.31981","1771.194777","1188.67173","1174.862956","1405.804881"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.FJI.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Fiji, Republic of","0.247","1.401","5.354","6.179747","2.272","1.227","2.572","0.921","0.578","0.946463","1.216794","22.151168","59.384988","52.923949","21.431199","17.171","17.527652","25.30761","14.4031","23.61753","55.531184","43.15087","20.855847","28.121827"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.NZL.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","New Zealand","736.686","803.304","1023.261","1409.772162","1326.667","1314.123","1537.323","1891.252","2475.701","3755.066757","4990.515682","5806.136125","8251.508304","9504.6605","6583.320833","7143.635","9371.863165","11077.66433","12491.02206","12062.27173","16140.504916","15970.58596","13492.156368","12427.485362"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.AGO.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Angola","45.894","61.302","145.767","193.347804","372.864","894.37","1240.624","2930.796","2385.311","2003.70542","2781.539249","4044.192761","3964.858365","5976.272076","3722.322952","1761.205","2297.792937","2245.3404","2057.49484","1750.83735","2494.912435","4125.19302","4368.929997","3252.11378"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.SXM.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Sint Maarten, Kingdom of the Netherlands","","","","","","","","","","","","","","","","","1.7E-4","7.9E-4","0.00686","0.0841","0.00283","0.00353","0.003836","0.007202"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.SWZ.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Eswatini, Kingdom of","7.014","11.092","14.771","14.632978","23.182","24.822","19.333","11.28","15.082","2.504232","0.343796","100.25034","115.509547","46.735515","0.289264","0.326","3.257609","27.45988","0.76566","0.48381","1.292072","0.78091","0.503982","0.557051"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.SLE.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Sierra Leone","0.003","0.157","","1.608564","1.488","0.979","5.689","5.311","10.54","10.250205","28.106557","506.857251","1432.159262","1749.593884","170.020404","236.101","348.348116","177.05126","197.45493","158.58701","412.635072","782.56144","1002.122156","984.739442"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.G603.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Sub-Saharan Africa (SSA)","4126.667","4569.109","6891.355","8958.338547","11913.633","17337.878","24652.352","34272.401","31206.791","41498.004062","53319.782651","61001.709178","66669.868371","77738.972142","77360.574707","64865.528","67529.829184","73428.28614","79788.52113","80969.09271","107459.185879","123944.31775","131924.217679","130669.021218"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.BHS.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Bahamas, The","0.022","0.058","0.781","0.69484","0.189","0.068","18.12","0.607","0.145","0.153066","62.901399","116.884947","0.076523","0.188072","38.944511","51.602","17.603892","12.8765","78.58895","72.92832","17.257194","8.82475","0.520429","0.440742"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.CHE.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Switzerland","652.772","638.491","842.022","1512.524685","1955.825","2519.33","3608.794","3913.294","2665.113","3038.509817","3713.617067","3507.94364","3530.022879","3107.855378","3195.810497","3253.164","3224.221633","4119.49268","4511.53057","5021.01026","6233.80318","7604.6078","5770.136241","7487.227149"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.CAF.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Central African Republic","1.389","1.256","2.312","6.245872","8.99","8.61","6.61","21.439","14.646","25.122942","28.154685","48.637317","40.649156","29.2728","26.521402","31.564","28.10737","54.18915","36.20179","57.07121","36.082263","25.02573","28.72841","33.095616"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.SLE.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Sierra Leone","11.993","14.41","16.605","28.238583","30.762","38.979","58.475","78.459","54.95","98.244585","226.262385","249.743761","151.392084","163.066847","278.648826","263.844","246.367162","255.02713","313.68739","371.42763","489.282449","578.4265","626.851404","813.33371"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.SLB.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Solomon Islands","1.026","1.067","2.117","3.320363","5.077","5.013","10.198","11.817","16.871","28.444193","30.632371","36.808636","36.752344","49.441596","82.257957","103.02","99.542726","119.33495","98.56655","116.76876","167.292024","199.8998","241.76508","208.775253"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.SRB.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Serbia, Republic of","","","","","","","36.227","442.454","308.406","345.060072","396.222827","413.076126","431.531839","424.686935","416.231101","434.556","547.450577","729.78185","1025.17086","1633.74646","2241.532097","2177.96855","2702.611861","3443.364595"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.BWA.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Botswana","","0.005","2.176","2.860708","4.005","8.168","26.435","185.942","65.285","53.52349","101.894949","118.077678","196.177342","217.078624","143.827751","62.162","33.548132","19.72976","17.13027","87.48616","172.616247","398.27579","505.743736","750.78875"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.GBR.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","United Kingdom","6786.357","8059.246","10827.796","14975.476375","18983.093","24158.455","31653.895","36078.929","31282.895","38776.34963","44113.002194","46279.17235","50939.344671","57132.740473","59663.882424","56645.733","57407.305759","57291.28504","62275.95891","72666.49194","87126.462937","81594.436","78917.606033","78854.315321"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.G200.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Emerging Market and Developing Economies (EMDE)","51068.848","61844.475","94098.685","134065.009047","170424.501","212460.669","273451.7139","364471.176","302827.281","444044.434599","611409.001495","656813.53682","672849.828257","685587.036541","506146.851429","489920.62","608917.67335","773154.254","790051.16789","760078.1602","1035291.00613","1185230.24162","1150713.114929","1150212.30127"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.G998.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","European Union (EU)","32956.529","36519.907","51499.785","65543.770679","68474.868","84221.671","103336.923","123404.209","120110.826","157194.637664","196735.738407","195755.357154","200742.869005","220324.170484","190130.150482","189868.454","222953.88043","249710.78117","252698.14082","259301.5532","310140.199539","285712.22156","282895.971992","269485.426761"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.LKA.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Sri Lanka","5.835","11.27","17.992","22.60928","36.599","34.837","47.997","59.341","70.513","102.393752","151.053762","161.833347","182.350399","248.723568","259.218477","273.959","309.476831","340.90898","396.57608","317.69095","652.127928","494.84952","357.214601","392.135944"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.SSD.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","South Sudan, Republic of","","","","","","","","","","","","0.004031","2453.438038","4328.76363","2321.915029","1448.742","1266.280112","1585.79392","1510.93793","675.35856","292.52986","229.07051","354.26983","300.423819"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.G110.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Advanced Economies","183448.391","218224.021","293356.341","387128.71099","433846.444","504920.65","595361.266","673301.577","613268.28","822223.994114","990453.873277","994351.185747","1094467.868889","1107325.831497","948498.760232","966120.211","1087818.643388","1212834.26085","1147467.34306","1172700.22427","1484067.261288","1404798.92217","1304698.327212","1316583.415304"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.GX405.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Middle East","7195.684","9584.004","13259.137","17054.394556","22532.824","30706.484","45693.635","61627.732","54581.437","65764.779468","81069.12467","89306.24376","100937.846227","122549.079998","115803.531647","102783.195","100688.599925","101498.01936","111535.93977","113866.79054","135655.436934","161746.59449","168946.784294","187155.717444"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.BLR.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Belarus, Republic of","8.754","16.223","32.225","65.039138","81.277","215.734","226.771","361.058","280.493","795.576076","703.931045","920.328788","871.118775","1110.062384","747.308236","1100.181","934.46623","1145.42166","1777.67595","2109.38905","2732.371422","3277.55076","5839.411705","6590.291674"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.G110.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Advanced Economies","221748.533","268533.554","358029.964","480844.388381","610660.758","755058.484","913065.864","1027584.15","862945.981","1111446.487808","1308591.749556","1392184.782282","1486406.326204","1543122.979918","1505933.742797","1404528.272","1488892.117005","1627320.86023","1565379.34047","1649558.48666","2085581.769049","2145897.84586","1926134.260204","1960123.106038"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.KNA.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","St. Kitts and Nevis","0.107","0.273","0.153","0.194585","0.6","0.636","2.576","2.613","1.206","2.669418","4.380537","2.68634","15.592197","26.662752","13.362129","4.85","8.454395","11.54405","9.70728","13.48273","13.211952","14.68342","25.460363","27.437104"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.G505.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Emerging and Developing Asia","20182.501","26865.164","41734.091","57538.103383","69423.158","84316.016","108056.223","119843.095","104517.574","154652.592295","193676.232722","191967.13546","191874.41738","202437.898882","181514.423578","189161.653","227895.350489","266869.21303","276869.45398","300727.17841","396593.591707","408780.5531","396797.999851","402389.474985"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.RUS.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Russian Federation","7958.944","8405.447","9729.034","12088.566087","15886.398","17538.743","19629.743","23783.558","21102.596","25810.806808","39043.250209","43952.074223","39565.185588","41558.143839","33144.762988","32058.412","41114.294443","58579.8359","60257.15083","57092.10018","78350.802382","112225.31153","127627.493515","128318.426218"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.SDN.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Sudan","938.127","1157.361","1443.081","1705.458856","2614.713","1941.421","4113.659","6301.962","4659.281","6654.16155","9503.42347","2040.311239","2170.596147","1535.061733","732.105753","489.246","575.991016","670.03463","740.41954","766.28219","779.928591","877.04002","881.357918","560.882436"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.AFG.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","17.266","19.919","26.479","57.105084","51.197","100.642","169.418","152.704","213.473","175.031527","230.055139","464.460316","328.971714","393.595177","364.314188","435.333","541.155039","670.73551","600.99751","500.82981","474.550453","553.84399","1268.57214","1544.459434"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.BMU.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Bermuda","0.004","","","","0.003","","0.023","0.004","0.004","","0.003","","4.24E-4","0.010524","0.001508","0.073","0.010447","0.08398","0.00845","0.00364","0.020033","0.04503","0.001615","0.0291"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.GX605.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Africa","4656.198","5522.434","8364.775","15640.836351","21114.169","28767.648","36229.6849","55883.334","43184.01","63495.591998","93145.037349","113086.958139","116992.306227","115691.853938","55479.728158","56673.06","73733.018554","98679.45501","95019.17736","72870.10518","104648.927462","117517.345","109507.60524","116885.864834"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.SWE.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Sweden","2173.394","1791.84","2714.512","3334.975724","3130.015","3450.521","4152.754","5036.743","5451.587","5900.192819","7133.521168","6920.639362","6973.028353","6796.337531","6432.399468","6140.129","7881.151624","8945.29152","9137.22769","9478.38805","9911.547732","9184.13983","9377.428191","8831.669402"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.GX605.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Africa","5976.99","6977.068","10145.143","13734.652949","18611.7","26605.625","37165.725","50733.289","47648.731","59832.891642","72931.266131","85200.254262","92537.685002","105969.029491","108444.852599","94960.866","95176.128422","105444.08476","113061.25349","114157.5584","148075.560873","164755.41924","176078.25195","178801.074176"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.SWE.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Sweden","931.617","910.347","1455.254","1859.587707","2577.307","3273.439","4548.4","5115.529","4157.43","5710.786547","6563.253329","6425.706554","6799.07302","7170.560645","7108.653046","6345.662","7061.688214","8293.23444","8515.58788","8364.44159","11037.840417","11383.29437","9483.250192","10067.676654"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.TX399.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Western Hemisphere not specified","3.799","20.5","70.733","4.638819","17.367","103.449","133.298","98.576","36.582","140.414471","172.052311","326.790538","25.27932","142.580069","502.785208","217.025","273.339708","144.97323","68.51634","57.79933","78.879939","232.33603","285.0233","317.035738"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.ARM.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Armenia, Republic of","1.175","6.659","1.782","2.155666","0.351","8.412","37.795","11.204","23.94","46.703414","33.132292","35.382121","76.820504","170.133512","219.232589","274.473","294.150071","315.83093","538.93168","772.71312","1048.891103","953.90704","990.80302","746.212933"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.LCA.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","St. Lucia","3.023","2.688","1.534","2.294277","2.481","4.122","6.84","6.418","6.787","8.109306","10.151553","28.785233","19.829094","29.902284","21.2798","17.122","15.981584","18.95977","21.51917","23.28916","25.419035","36.0021","45.450811","43.127039"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.EST.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Estonia, Republic of","10.849","36.033","30.323","20.63871","57.934","285.277","89.827","88.545","79.187","176.756287","197.278606","135.637544","199.867804","225.413901","235.215859","211.532","260.651799","245.85757","299.41197","281.44461","281.5015","301.49976","345.493276","335.264416"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.ARM.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Armenia, Republic of","2.271","1.938","4.71","11.684953","23.098","33.066","51.469","69.241","87.317","117.204551","135.862236","113.151639","119.711122","122.722456","113.610529","113.479","141.659055","215.01551","220.34059","222.85435","331.336998","478.80808","600.456536","1047.949593"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.SAU.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Saudi Arabia","1356.433","1672.741","2147.883","2773.786073","3824.843","5054.434","7814.535","10781.446","8983.85","10368.400641","14850.762312","18451.260722","18734.203017","20592.277583","21679.414095","19682.853","18394.386147","17753.45125","23924.46192","28152.53853","30399.277016","38099.13222","43539.0528","49952.466743"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.VAT.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Holy See","","","","","","","","","","","","","","","","0.023","","0.00467","0.03182","0.09754","1.8E-4","0.00314","0.00304","0.006648"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.GX440.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Middle East, North Africa, Afghanistan, and Pakistan","8865.403","12290.015","17271.741","22709.08345","30409.369","40635.52","58865.297","76792.915","69644.037","83109.811976","101343.200162","112631.187708","126974.654885","151803.453448","149873.942011","138995.74","136638.580033","137658.74052","146922.1253","147412.18396","180552.373196","206563.50504","212929.716031","236666.546559"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.BGR.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Bulgaria","28.462","21.475","59.218","66.955892","90.49","81.863","156.745","215.402","140.006","320.95283","462.191413","842.066311","966.994947","988.992777","755.70133","583.932","965.620116","1150.57835","1163.23121","1368.32697","1793.941335","1271.27447","1574.337861","1203.182818"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.SRB.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Serbia, Republic of","","","","","","","5.651","12.668","28.376","56.768015","80.038048","99.043049","180.789534","113.05951","133.905992","161.841","211.715829","224.47378","362.74471","497.50391","986.430497","1373.78153","1662.455655","2271.032415"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.ZAF.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","South Africa","1172.799","1269.058","1842.779","2955.322275","3443.64","4095.295","6608.11","9205.946","8675.937","11423.584625","32065.330059","44615.457252","48313.95075","44669.713539","15354.250542","22542.548","23241.434682","27405.55799","25931.2584","20607.95633","32788.16236","32536.25577","31939.164226","30777.175526"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.BGD.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Bangladesh","957.801","1068.338","1336.874","1909.316073","2403.517","3083.608","3345.19","4554.231","4441.859","6786.24219","7809.038876","7972.839614","9711.649964","11792.978809","13904.902764","14694.822","15243.521971","17788.30905","17335.12405","15093.7859","24086.766605","26797.61948","23219.663559","22932.286442"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.BRN.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Brunei Darussalam","17.214","21.056","33.881","47.867009","53.195","99.633","112.716","129.634","140.334","367.602328","744.472567","1252.104252","1702.910068","1747.050049","1411.239717","610.703","656.478605","1600.15669","649.63804","483.12682","620.726281","833.5963","883.965617","706.817407"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.DOM.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Dominican Republic","38.287","105.503","148.479","232.668683","263.982","401.614","512.753","655.825","592.058","904.14685","967.030007","1029.623278","1045.510181","1273.66216","1559.419096","1605.573","1711.340271","2117.19475","2393.01056","2497.36733","4004.200285","4329.47625","4399.184817","4632.645622"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.COL.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Colombia","205.472","287.079","398.612","629.060632","929.885","1496.513","2263.104","2974.609","2397.334","3825.18305","5837.965957","6234.592068","6829.396877","8046.61796","7587.499554","6885.281","7461.436351","8758.98417","9225.68816","9322.76146","14368.653689","15606.48381","12461.217954","14785.688129"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.TX799.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Africa not specified","","143.123","","0.471414","1.081","0.937","0.466","0.178","","0.014929","4.627221","0.206265","0.041448","0.012382","0.307112","0.015","1.33","0.01044","0.00942","0.03219","0.346688","0.71297","4.556343","0.064111"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.G903.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Emerging and Developing Europe","9347.153","10270.954","12832.554","15225.129028","19226.552","20992.842","25080.006","30934.564","29222.122","36910.86723","52392.55299","57788.048974","55717.385277","58856.994452","48967.203221","46301.109","58715.149967","77535.18408","81293.90157","83175.61992","112521.231366","139348.35797","155129.296656","157359.273125"
"IMF.STA:IMTS(1.0.0)","CHN.MG_CIF_USD.G163.A","OBS_VALUE","China, People's Republic of","Imports of goods, Cost insurance freight (CIF), US dollar","Euro Area (EA)","29575.789","33138.225","46333.674","59225.076562","62471.817","77263.09","93769.677","111411.646","107705.554","141959.012031","178557.274418","177382.07621","180651.055857","197760.318758","169141.435502","168490.148","196940.687991","220661.48608","222799.24817","226058.57946","270786.014334","250928.64237","248772.645762","233880.87383"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.CYP.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Cyprus","116.327","225.181","218.639","185.256391","287.31","350.771","697.707","1123.788","1202.375","1348.210191","1123.988683","1093.115693","964.139569","1036.48352","589.322985","470.972","523.185764","738.60218","575.62515","892.43982","869.186101","1167.61643","961.275082","1121.621647"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.CAF.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Central African Republic","0.57","0.688","2.127","3.323713","7.087","1.694","8.864","11.246","12.75","23.62964","11.699853","17.756391","9.458993","7.217442","15.214244","15.49","13.102923","18.78525","25.66067","28.0099","45.572569","53.77651","54.561867","61.600248"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.GX901.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","CIS","3482.311","5115.861","9292.712","13795.878877","21362.792","27996.404","48025.738","64554.933","38977.985","53722.727446","67208.68379","75665.027262","83522.678024","85754.75046","58054.490247","62485.394","72626.902736","80900.68478","87205.69701","83087.60971","111885.121606","128449.55672","186298.606848","195996.491614"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.VNM.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Vietnam","1805.425","2149.91","3180.179","4260.063039","5639.328","7468.336","11905.631","15139.439","16303.0","23121.151531","29087.863139","34224.469201","48598.081346","63617.520048","66372.270659","62040.928","72359.823707","84222.78931","98004.33284","114157.12631","137954.245219","147634.67584","141872.486477","162276.338601"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.G080.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","EMDEs by Source of Export Earnings: Fuel","10578.903","14192.788","22078.915","29448.65354","41571.782","54700.669","86838.913","114809.73","88250.779","114178.548558","144883.183249","166892.16611","185200.856731","215149.137943","178942.457566","159687.764","169440.510327","175482.60273","189143.3585","190075.34462","236563.45518","276452.07634","333445.051396","359121.654513"
"IMF.STA:IMTS(1.0.0)","CHN.XG_FOB_USD.DZA.A","OBS_VALUE","China, People's Republic of","Exports of goods, Free on board (FOB), US dollar","Algeria","222.706","351.932","646.326","980.535189","1404.658","1951.586","2709.185","3685.314","4180.131","3999.094466","4473.200999","5417.623591","6014.766469","7389.710403","7600.059993","7801.954","6790.115108","7939.87951","6945.57126","5598.989","6352.718906","6284.8779","9548.942594","11690.922352"
